"Age";"Status";"Studies";"YearsOfExperience";Length;Level;Distance_from_Center;Schmutz;Schmutz_Group;Schmutz_Above;Schmutz_Below;Marked_Word_Length;number_of_given_answers;expected_answer;given_answer;is_correct;time_in_milliseconds;
"undefined";"undefined";"undefined";"undefined";10;6;1;1;2_0-5;0;1;8;1;5;1;false;345;
"undefined";"undefined";"undefined";"undefined";14;6;1;0;1_none;0;0;4;1;7;1;false;383;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;1_none;0;0;5;1;9;1;false;377;
"undefined";"undefined";"undefined";"undefined";20;4;1;0;1_none;0;0;8;1;4;1;false;366;
"undefined";"undefined";"undefined";"undefined";20;5;0;0;1_none;0;0;4;1;9;1;false;357;
"undefined";"undefined";"undefined";"undefined";10;9;4;0;1_none;0;0;2;1;10;1;false;321;
"undefined";"undefined";"undefined";"undefined";8;2;3;0;1_none;0;0;4;1;1;1;true;445;
"undefined";"undefined";"undefined";"undefined";10;5;0;1;2_0-5;0;1;8;1;7;1;false;368;
"undefined";"undefined";"undefined";"undefined";10;6;1;0;1_none;0;0;4;1;9;1;false;462;
"undefined";"undefined";"undefined";"undefined";10;3;2;0;1_none;0;0;6;1;2;1;false;403;
"undefined";"undefined";"undefined";"undefined";10;9;4;0;1_none;0;0;4;1;5;1;false;367;
"undefined";"undefined";"undefined";"undefined";18;3;2;0;1_none;0;0;5;1;2;1;false;347;
"undefined";"undefined";"undefined";"undefined";6;6;1;4;2_0-5;3;1;4;1;9;1;false;349;
"undefined";"undefined";"undefined";"undefined";8;5;0;0;1_none;0;0;3;1;3;1;false;409;
"undefined";"undefined";"undefined";"undefined";8;9;4;0;1_none;0;0;5;1;8;1;false;392;
"undefined";"undefined";"undefined";"undefined";10;2;3;0;1_none;0;0;5;1;8;1;false;384;
"undefined";"undefined";"undefined";"undefined";6;3;2;8;3_5-10;4;4;7;1;6;1;false;435;
"undefined";"undefined";"undefined";"undefined";20;7;2;0;1_none;0;0;5;1;1;1;true;355;
"undefined";"undefined";"undefined";"undefined";10;7;2;1;2_0-5;1;0;4;1;7;1;false;386;
"undefined";"undefined";"undefined";"undefined";20;5;0;0;1_none;0;0;4;1;3;1;false;388;
"undefined";"undefined";"undefined";"undefined";6;2;3;6;3_5-10;3;3;6;1;3;1;false;479;
"undefined";"undefined";"undefined";"undefined";8;7;2;0;1_none;0;0;4;1;1;1;true;377;
"undefined";"undefined";"undefined";"undefined";14;6;1;0;1_none;0;0;5;1;9;1;false;364;
"undefined";"undefined";"undefined";"undefined";10;4;1;0;1_none;0;0;2;1;9;1;false;423;
"undefined";"undefined";"undefined";"undefined";14;7;2;0;1_none;0;0;8;1;5;1;false;390;
"undefined";"undefined";"undefined";"undefined";6;7;2;3;2_0-5;3;0;3;1;3;1;false;366;
"undefined";"undefined";"undefined";"undefined";8;9;4;0;1_none;0;0;6;1;8;1;false;356;
"undefined";"undefined";"undefined";"undefined";6;4;1;2;2_0-5;2;0;3;1;4;1;false;408;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;1_none;0;0;3;1;6;1;false;382;
"undefined";"undefined";"undefined";"undefined";20;4;1;0;1_none;0;0;2;1;8;1;false;377;
"undefined";"undefined";"undefined";"undefined";10;7;2;0;1_none;0;0;4;1;10;1;false;347;
"undefined";"undefined";"undefined";"undefined";8;8;3;1;2_0-5;0;1;6;1;10;1;false;355;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;1_none;0;0;6;1;10;1;false;417;
"undefined";"undefined";"undefined";"undefined";8;4;1;1;2_0-5;1;0;4;1;7;1;false;450;
"undefined";"undefined";"undefined";"undefined";8;8;3;4;2_0-5;4;0;4;1;9;1;false;318;
"undefined";"undefined";"undefined";"undefined";8;4;1;1;2_0-5;1;0;4;1;2;1;false;469;
"undefined";"undefined";"undefined";"undefined";10;9;4;1;2_0-5;1;0;6;1;1;1;true;364;
"undefined";"undefined";"undefined";"undefined";6;4;1;5;2_0-5;4;1;4;1;3;1;false;476;
"undefined";"undefined";"undefined";"undefined";14;2;3;0;1_none;0;0;3;1;2;1;false;385;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;1_none;0;0;5;1;3;1;false;341;
"undefined";"undefined";"undefined";"undefined";8;5;0;2;2_0-5;0;2;7;1;1;1;true;327;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;1_none;0;0;7;1;8;1;false;389;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;1_none;0;0;2;1;10;1;false;446;
"undefined";"undefined";"undefined";"undefined";6;2;3;2;2_0-5;1;1;4;1;1;1;true;579;
"undefined";"undefined";"undefined";"undefined";20;5;0;0;1_none;0;0;3;1;1;1;true;381;
"undefined";"undefined";"undefined";"undefined";10;1;4;0;1_none;0;0;4;1;4;1;false;383;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;1_none;0;0;3;1;7;1;false;320;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;1_none;0;0;5;1;8;1;false;378;
"undefined";"undefined";"undefined";"undefined";8;7;2;0;1_none;0;0;5;1;8;1;false;324;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;1_none;0;0;5;1;9;1;false;362;
"undefined";"undefined";"undefined";"undefined";10;3;2;1;2_0-5;0;1;8;1;7;1;false;415;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;1_none;0;0;4;1;2;1;false;343;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;1_none;0;0;6;1;6;1;false;396;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;1_none;0;0;4;1;1;1;true;371;
"undefined";"undefined";"undefined";"undefined";18;4;1;0;1_none;0;0;7;1;4;1;false;379;
"undefined";"undefined";"undefined";"undefined";20;4;1;0;1_none;0;0;9;1;2;1;false;346;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;1_none;0;0;3;1;1;1;true;385;
"undefined";"undefined";"undefined";"undefined";10;7;2;1;2_0-5;1;0;5;1;9;1;false;427;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;1_none;0;0;6;1;1;1;true;374;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;1_none;0;0;4;1;5;1;false;350;
"undefined";"undefined";"undefined";"undefined";8;1;4;2;2_0-5;0;2;7;1;1;1;true;408;
"undefined";"undefined";"undefined";"undefined";6;6;1;7;3_5-10;4;3;6;1;4;1;false;409;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;1_none;0;0;5;1;7;1;false;405;
"undefined";"undefined";"undefined";"undefined";8;6;1;5;2_0-5;0;5;10;1;2;1;false;373;
"undefined";"undefined";"undefined";"undefined";8;6;1;3;2_0-5;0;3;8;1;3;1;false;421;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;1_none;0;0;5;1;9;1;false;392;
"undefined";"undefined";"undefined";"undefined";20;7;2;0;1_none;0;0;4;1;3;1;false;406;
"undefined";"undefined";"undefined";"undefined";10;6;1;1;2_0-5;0;1;8;1;10;1;false;401;
"undefined";"undefined";"undefined";"undefined";20;6;1;0;1_none;0;0;4;1;9;1;false;391;
"undefined";"undefined";"undefined";"undefined";6;2;3;9;3_5-10;6;3;6;1;8;1;false;451;
"undefined";"undefined";"undefined";"undefined";10;2;3;3;2_0-5;0;3;10;1;4;1;false;380;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;1_none;0;0;4;1;10;1;false;385;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;1_none;0;0;3;1;9;1;false;356;
"undefined";"undefined";"undefined";"undefined";8;8;3;3;2_0-5;1;2;7;1;1;1;true;379;
"undefined";"undefined";"undefined";"undefined";6;3;2;3;2_0-5;2;1;4;1;8;1;false;458;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;1_none;0;0;7;1;7;1;false;385;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;1_none;0;0;10;1;1;1;true;382;
"undefined";"undefined";"undefined";"undefined";8;9;4;0;1_none;0;0;7;1;6;1;false;333;
"undefined";"undefined";"undefined";"undefined";8;3;2;1;2_0-5;0;1;6;1;9;1;false;373;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;1_none;0;0;6;1;3;1;false;385;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;1_none;0;0;4;1;7;1;false;381;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;1_none;0;0;9;1;2;1;false;345;
"undefined";"undefined";"undefined";"undefined";10;5;0;0;1_none;0;0;3;1;3;1;false;409;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;1_none;0;0;7;1;3;1;false;351;
"undefined";"undefined";"undefined";"undefined";14;7;2;0;1_none;0;0;3;1;7;1;false;356;
"undefined";"undefined";"undefined";"undefined";14;1;4;0;1_none;0;0;4;1;5;1;false;394;
"undefined";"undefined";"undefined";"undefined";10;9;4;1;2_0-5;1;0;5;1;9;1;false;370;
"undefined";"undefined";"undefined";"undefined";14;8;3;0;1_none;0;0;5;1;3;1;false;324;
"undefined";"undefined";"undefined";"undefined";6;2;3;3;2_0-5;1;2;5;1;9;1;false;551;
"undefined";"undefined";"undefined";"undefined";14;2;3;0;1_none;0;0;4;1;6;1;false;397;
"undefined";"undefined";"undefined";"undefined";6;4;1;10;3_5-10;5;5;8;1;9;1;false;376;
"undefined";"undefined";"undefined";"undefined";18;4;1;0;1_none;0;0;5;1;1;1;true;352;
"undefined";"undefined";"undefined";"undefined";20;7;2;0;1_none;0;0;5;1;3;1;false;424;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;1_none;0;0;4;1;6;1;false;343;
"undefined";"undefined";"undefined";"undefined";6;5;0;12;4_10-15;1;11;14;1;8;1;false;353;
"undefined";"undefined";"undefined";"undefined";6;4;1;2;2_0-5;2;0;3;1;1;1;true;448;
"undefined";"undefined";"undefined";"undefined";10;8;3;0;1_none;0;0;6;1;4;1;false;379;
"undefined";"undefined";"undefined";"undefined";10;5;0;1;2_0-5;0;1;8;1;10;1;false;398;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;1_none;0;0;9;1;8;1;false;391;
"undefined";"undefined";"undefined";"undefined";6;8;3;6;3_5-10;4;2;5;1;8;1;false;419;
"undefined";"undefined";"undefined";"undefined";20;1;4;0;1_none;0;0;4;1;6;1;false;397;
"undefined";"undefined";"undefined";"undefined";8;1;4;0;1_none;0;0;4;1;3;1;false;465;
"undefined";"undefined";"undefined";"undefined";8;4;1;0;1_none;0;0;5;1;2;1;false;386;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;1_none;0;0;7;1;7;1;false;340;
"undefined";"undefined";"undefined";"undefined";8;5;0;0;1_none;0;0;5;1;10;1;false;426;
"undefined";"undefined";"undefined";"undefined";6;1;4;2;2_0-5;0;2;5;1;1;1;true;474;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;1_none;0;0;8;1;2;1;false;416;
"undefined";"undefined";"undefined";"undefined";10;9;4;1;2_0-5;1;0;8;1;9;1;false;351;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;1_none;0;0;5;1;3;1;false;400;
"undefined";"undefined";"undefined";"undefined";20;7;2;0;1_none;0;0;7;1;4;1;false;386;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;1_none;0;0;4;1;6;1;false;368;
"undefined";"undefined";"undefined";"undefined";14;7;2;0;1_none;0;0;4;1;2;1;false;348;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;1_none;0;0;8;1;2;1;false;419;
"undefined";"undefined";"undefined";"undefined";14;6;1;2;2_0-5;2;0;7;1;8;1;false;380;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;1_none;0;0;5;1;4;1;false;430;
"undefined";"undefined";"undefined";"undefined";6;6;1;7;3_5-10;1;6;9;1;3;1;false;363;
"undefined";"undefined";"undefined";"undefined";6;6;1;1;2_0-5;1;0;3;1;1;1;true;450;
"undefined";"undefined";"undefined";"undefined";10;6;1;1;2_0-5;1;0;6;1;5;1;false;395;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;1_none;0;0;10;1;4;1;false;443;
"undefined";"undefined";"undefined";"undefined";6;1;4;0;1_none;0;0;3;1;6;1;false;427;
"undefined";"undefined";"undefined";"undefined";20;4;1;0;1_none;0;0;3;1;9;1;false;389;
"undefined";"undefined";"undefined";"undefined";14;5;0;0;1_none;0;0;4;1;2;1;false;387;
"undefined";"undefined";"undefined";"undefined";6;8;3;0;1_none;0;0;3;1;10;1;false;375;
"undefined";"undefined";"undefined";"undefined";10;1;4;0;1_none;0;0;4;1;10;1;false;436;
"undefined";"undefined";"undefined";"undefined";10;2;3;0;1_none;0;0;5;1;6;1;false;388;
"undefined";"undefined";"undefined";"undefined";6;3;2;7;3_5-10;2;5;8;1;10;1;false;536;
"undefined";"undefined";"undefined";"undefined";6;6;1;5;2_0-5;3;2;5;1;5;1;false;509;
"undefined";"undefined";"undefined";"undefined";18;3;2;0;1_none;0;0;4;1;6;1;false;388;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;1_none;0;0;3;1;3;1;false;444;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;1_none;0;0;7;1;2;1;false;381;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;1_none;0;0;6;1;8;1;false;409;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;1_none;0;0;5;1;5;1;false;422;
"undefined";"undefined";"undefined";"undefined";20;4;1;0;1_none;0;0;5;1;6;1;false;375;
"undefined";"undefined";"undefined";"undefined";6;7;2;4;2_0-5;3;1;4;1;6;1;false;464;
"undefined";"undefined";"undefined";"undefined";20;9;4;0;1_none;0;0;4;1;8;1;false;347;
"undefined";"undefined";"undefined";"undefined";6;7;2;5;2_0-5;2;3;6;1;10;1;false;427;
"undefined";"undefined";"undefined";"undefined";10;8;3;0;1_none;0;0;4;1;1;1;true;460;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;1_none;0;0;8;1;9;1;false;351;
"undefined";"undefined";"undefined";"undefined";10;8;3;0;1_none;0;0;6;1;2;1;false;352;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;1_none;0;0;7;1;3;1;false;424;
"undefined";"undefined";"undefined";"undefined";8;8;3;1;2_0-5;0;1;6;1;5;1;false;427;
"undefined";"undefined";"undefined";"undefined";6;2;3;6;3_5-10;2;4;7;1;10;1;false;569;
"undefined";"undefined";"undefined";"undefined";6;6;1;3;2_0-5;2;1;4;1;10;1;false;485;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;1_none;0;0;6;1;1;1;true;399;
"undefined";"undefined";"undefined";"undefined";8;2;3;1;2_0-5;1;0;5;1;10;1;false;382;
"undefined";"undefined";"undefined";"undefined";10;4;1;0;1_none;0;0;2;1;3;1;false;372;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;1_none;0;0;4;1;10;1;false;448;
"undefined";"undefined";"undefined";"undefined";14;8;3;0;1_none;0;0;4;1;4;1;false;429;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;1_none;0;0;5;1;1;1;true;453;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;1_none;0;0;6;1;1;1;true;374;
"undefined";"undefined";"undefined";"undefined";6;1;4;2;2_0-5;0;2;5;1;9;1;false;586;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;1_none;0;0;7;1;9;1;false;386;
"undefined";"undefined";"undefined";"undefined";10;9;4;0;1_none;0;0;3;1;2;1;false;378;
"undefined";"undefined";"undefined";"undefined";6;2;3;3;2_0-5;1;2;5;1;9;1;false;424;
"undefined";"undefined";"undefined";"undefined";10;8;3;0;1_none;0;0;5;1;10;1;false;394;
"undefined";"undefined";"undefined";"undefined";8;3;2;1;2_0-5;1;0;5;1;10;1;false;502;
"undefined";"undefined";"undefined";"undefined";20;8;3;0;1_none;0;0;6;1;5;1;false;415;
"undefined";"undefined";"undefined";"undefined";10;3;2;0;1_none;0;0;5;1;8;1;false;378;
"undefined";"undefined";"undefined";"undefined";6;8;3;2;2_0-5;1;1;4;1;9;1;false;405;
"undefined";"undefined";"undefined";"undefined";6;7;2;3;2_0-5;0;3;6;1;9;1;false;380;
"undefined";"undefined";"undefined";"undefined";6;6;1;3;2_0-5;2;1;4;1;4;1;false;411;
"undefined";"undefined";"undefined";"undefined";10;5;0;0;1_none;0;0;5;1;10;1;false;401;
"undefined";"undefined";"undefined";"undefined";10;3;2;0;1_none;0;0;4;1;10;1;false;417;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;1_none;0;0;4;1;5;1;false;392;
"undefined";"undefined";"undefined";"undefined";10;1;4;0;1_none;0;0;7;1;7;1;false;423;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;1_none;0;0;6;1;3;1;false;393;
"undefined";"undefined";"undefined";"undefined";18;3;2;0;1_none;0;0;6;1;3;1;false;421;
"undefined";"undefined";"undefined";"undefined";6;2;3;5;2_0-5;1;4;7;1;8;1;false;643;
"undefined";"undefined";"undefined";"undefined";20;6;1;0;1_none;0;0;7;1;3;1;false;407;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;1_none;0;0;4;1;1;1;true;389;
"undefined";"undefined";"undefined";"undefined";10;5;0;0;1_none;0;0;4;1;6;1;false;371;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;1_none;0;0;3;1;4;1;false;380;
"undefined";"undefined";"undefined";"undefined";20;5;0;0;1_none;0;0;4;1;2;1;false;434;
"undefined";"undefined";"undefined";"undefined";6;4;1;5;2_0-5;4;1;4;1;3;1;false;555;
"undefined";"undefined";"undefined";"undefined";18;3;2;0;1_none;0;0;8;1;9;1;false;428;
"undefined";"undefined";"undefined";"undefined";10;4;1;0;1_none;0;0;5;1;9;1;false;381;
"undefined";"undefined";"undefined";"undefined";20;7;2;0;1_none;0;0;5;1;9;1;false;385;
"undefined";"undefined";"undefined";"undefined";6;1;4;1;2_0-5;0;1;4;1;5;1;false;536;
"undefined";"undefined";"undefined";"undefined";6;1;4;1;2_0-5;0;1;4;1;9;1;false;441;
"undefined";"undefined";"undefined";"undefined";8;4;1;0;1_none;0;0;5;1;4;1;false;446;
"undefined";"undefined";"undefined";"undefined";10;2;3;0;1_none;0;0;4;1;8;1;false;347;
"undefined";"undefined";"undefined";"undefined";6;8;3;1;2_0-5;1;0;3;1;6;1;false;470;
"undefined";"undefined";"undefined";"undefined";18;4;1;0;1_none;0;0;4;1;8;1;false;388;
"undefined";"undefined";"undefined";"undefined";14;5;0;0;1_none;0;0;9;1;10;1;false;372;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;1_none;0;0;5;1;10;1;false;447;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;1_none;0;0;10;1;2;1;false;414;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;1_none;0;0;3;1;9;1;false;384;
"undefined";"undefined";"undefined";"undefined";10;8;3;0;1_none;0;0;5;1;6;1;false;393;
"undefined";"undefined";"undefined";"undefined";6;6;1;9;3_5-10;5;4;7;1;7;1;false;446;
"undefined";"undefined";"undefined";"undefined";8;3;2;2;2_0-5;2;0;3;1;6;1;false;520;
"undefined";"undefined";"undefined";"undefined";20;7;2;0;1_none;0;0;3;1;7;1;false;456;
"undefined";"undefined";"undefined";"undefined";6;7;2;6;3_5-10;3;3;6;1;1;1;true;408;
"undefined";"undefined";"undefined";"undefined";8;9;4;2;2_0-5;2;0;5;1;7;1;false;346;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;1_none;0;0;5;1;5;1;false;381;
"undefined";"undefined";"undefined";"undefined";6;2;3;5;2_0-5;4;1;4;1;9;1;false;545;
"undefined";"undefined";"undefined";"undefined";8;2;3;0;1_none;0;0;4;1;9;1;false;474;
"undefined";"undefined";"undefined";"undefined";6;8;3;6;3_5-10;3;3;6;1;2;1;false;402;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;1_none;0;0;5;1;2;1;false;422;
"undefined";"undefined";"undefined";"undefined";8;5;0;1;2_0-5;0;1;6;1;5;1;false;433;
"undefined";"undefined";"undefined";"undefined";10;6;1;0;1_none;0;0;4;1;9;1;false;363;
"undefined";"undefined";"undefined";"undefined";18;4;1;0;1_none;0;0;4;1;1;1;true;349;
"undefined";"undefined";"undefined";"undefined";14;2;3;0;1_none;0;0;6;1;10;1;false;444;
"undefined";"undefined";"undefined";"undefined";6;7;2;3;2_0-5;3;0;3;1;10;1;false;422;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;1_none;0;0;9;1;2;1;false;395;
"undefined";"undefined";"undefined";"undefined";8;4;1;6;3_5-10;1;5;10;1;5;1;false;426;
"undefined";"undefined";"undefined";"undefined";10;7;2;0;1_none;0;0;5;1;3;1;false;439;
"undefined";"undefined";"undefined";"undefined";10;7;2;0;1_none;0;0;5;1;9;1;false;386;
"undefined";"undefined";"undefined";"undefined";10;6;1;0;1_none;0;0;6;1;1;1;true;373;
"undefined";"undefined";"undefined";"undefined";8;3;2;1;2_0-5;1;0;4;1;2;1;false;387;
"undefined";"undefined";"undefined";"undefined";20;3;2;0;1_none;0;0;7;1;7;1;false;322;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;1_none;0;0;6;1;9;1;false;298;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;1_none;0;0;8;1;4;1;false;377;
"undefined";"undefined";"undefined";"undefined";6;5;0;2;2_0-5;1;1;4;1;5;1;false;566;
"undefined";"undefined";"undefined";"undefined";6;3;2;5;2_0-5;1;4;7;1;1;1;true;592;
"undefined";"undefined";"undefined";"undefined";8;8;3;0;1_none;0;0;4;1;7;1;false;428;
"undefined";"undefined";"undefined";"undefined";8;4;1;5;2_0-5;0;5;10;1;2;1;false;359;
"undefined";"undefined";"undefined";"undefined";20;3;2;0;1_none;0;0;4;1;7;1;false;383;
"undefined";"undefined";"undefined";"undefined";18;1;4;0;1_none;0;0;4;1;6;1;false;355;
"undefined";"undefined";"undefined";"undefined";18;3;2;0;1_none;0;0;5;1;9;1;false;353;
"undefined";"undefined";"undefined";"undefined";14;7;2;0;1_none;0;0;8;1;7;1;false;400;
"undefined";"undefined";"undefined";"undefined";6;7;2;5;2_0-5;4;1;4;1;4;1;false;656;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;1_none;0;0;5;1;1;1;true;375;
"undefined";"undefined";"undefined";"undefined";10;8;3;0;1_none;0;0;4;1;6;1;false;400;
"undefined";"undefined";"undefined";"undefined";10;1;4;0;1_none;0;0;4;1;4;1;false;434;
"undefined";"undefined";"undefined";"undefined";14;1;4;0;1_none;0;0;7;1;7;1;false;409;
"undefined";"undefined";"undefined";"undefined";10;1;4;0;1_none;0;0;4;1;9;1;false;413;
"undefined";"undefined";"undefined";"undefined";18;4;1;0;1_none;0;0;6;1;2;1;false;371;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;1_none;0;0;5;1;7;1;false;375;
"undefined";"undefined";"undefined";"undefined";18;5;0;0;1_none;0;0;6;1;4;1;false;345;
"undefined";"undefined";"undefined";"undefined";10;7;2;1;2_0-5;0;1;8;1;9;1;false;389;
"undefined";"undefined";"undefined";"undefined";10;9;4;0;1_none;0;0;6;1;9;1;false;363;
"undefined";"undefined";"undefined";"undefined";8;1;4;3;2_0-5;0;3;8;1;3;1;false;410;
"undefined";"undefined";"undefined";"undefined";20;3;2;0;1_none;0;0;5;1;9;1;false;409;
"undefined";"undefined";"undefined";"undefined";10;4;1;0;1_none;0;0;6;1;3;1;false;390;
"undefined";"undefined";"undefined";"undefined";8;9;4;2;2_0-5;2;0;4;1;3;1;false;399;
"undefined";"undefined";"undefined";"undefined";18;9;4;0;1_none;0;0;8;1;5;1;false;414;
"undefined";"undefined";"undefined";"undefined";6;4;1;2;2_0-5;1;1;4;1;8;1;false;610;
"undefined";"undefined";"undefined";"undefined";14;1;4;0;1_none;0;0;4;1;1;1;true;445;
"undefined";"undefined";"undefined";"undefined";6;9;4;2;2_0-5;2;0;6;1;10;1;false;380;
"undefined";"undefined";"undefined";"undefined";14;8;3;0;1_none;0;0;11;1;6;1;false;373;
"undefined";"undefined";"undefined";"undefined";6;5;0;8;3_5-10;1;7;10;1;4;1;false;496;
"undefined";"undefined";"undefined";"undefined";6;3;2;2;2_0-5;0;2;5;1;4;1;false;535;
"undefined";"undefined";"undefined";"undefined";8;6;1;3;2_0-5;0;3;8;1;7;1;false;444;
"undefined";"undefined";"undefined";"undefined";18;6;1;0;1_none;0;0;4;1;10;1;false;408;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;1_none;0;0;4;1;10;1;false;423;
"undefined";"undefined";"undefined";"undefined";20;2;3;0;1_none;0;0;9;1;3;1;false;408;
"undefined";"undefined";"undefined";"undefined";8;1;4;0;1_none;0;0;2;1;7;1;false;435;
"undefined";"undefined";"undefined";"undefined";14;5;0;0;1_none;0;0;5;1;7;1;false;426;
"undefined";"undefined";"undefined";"undefined";14;4;1;0;1_none;0;0;7;1;9;1;false;409;
"undefined";"undefined";"undefined";"undefined";20;7;2;0;1_none;0;0;7;1;2;1;false;392;
"undefined";"undefined";"undefined";"undefined";20;6;1;0;1_none;0;0;6;1;1;1;true;358;
"undefined";"undefined";"undefined";"undefined";8;5;0;0;1_none;0;0;4;1;4;1;false;481;
"undefined";"undefined";"undefined";"undefined";20;6;1;0;1_none;0;0;4;1;2;1;false;405;
"undefined";"undefined";"undefined";"undefined";14;9;4;0;1_none;0;0;3;1;2;1;false;348;
"undefined";"undefined";"undefined";"undefined";8;1;4;0;1_none;0;0;4;1;5;1;false;515;
"undefined";"undefined";"undefined";"undefined";14;3;2;0;1_none;0;0;4;1;7;1;false;403;
"undefined";"undefined";"undefined";"undefined";8;1;4;2;2_0-5;0;2;7;1;10;1;false;390;
"undefined";"undefined";"undefined";"undefined";8;3;2;1;2_0-5;1;0;3;1;3;1;false;466;
"undefined";"undefined";"undefined";"undefined";18;3;2;0;1_none;0;0;10;1;2;1;false;366;
"undefined";"undefined";"undefined";"undefined";10;1;4;0;1_none;0;0;6;1;6;1;false;378;
"undefined";"undefined";"undefined";"undefined";18;2;3;0;1_none;0;0;5;1;5;1;false;380;
"undefined";"undefined";"undefined";"undefined";18;7;2;0;1_none;0;0;6;1;1;1;true;445;
"undefined";"undefined";"undefined";"undefined";18;8;3;0;1_none;0;0;4;1;8;1;false;389;
"undefined";"undefined";"undefined";"undefined";10;7;2;0;1_none;0;0;7;1;5;1;false;464;
"undefined";"undefined";"undefined";"undefined";6;4;1;4;2_0-5;0;4;7;1;5;1;false;501;
